127.0.0.1 - - [04/May/2016:17:55:30 +0800] "GET /wxbsite/login!loginOut.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:55:31 +0800] "GET /wxbsite/admin HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:55:31 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1840
127.0.0.1 - - [04/May/2016:17:55:31 +0800] "GET /wxbsite/images/login_10_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:55:31 +0800] "GET /wxbsite/images/login_09_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:55:46 +0800] "POST /wxbsite/login!userLogin.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:55:46 +0800] "GET /wxbsite/admin HTTP/1.1" 200 797
127.0.0.1 - - [04/May/2016:17:55:46 +0800] "GET /wxbsite/admin/main/top.jsp HTTP/1.1" 200 10670
127.0.0.1 - - [04/May/2016:17:55:46 +0800] "GET /wxbsite/admin/main/center.jsp HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:55:46 +0800] "GET /wxbsite/admin/main/adminWelcome.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [04/May/2016:17:55:47 +0800] "GET /wxbsite/index!getMainLeftTree.ct HTTP/1.1" 200 10192
127.0.0.1 - - [04/May/2016:17:55:52 +0800] "GET /wxbsite/user!getRoleInfo.ct HTTP/1.1" 200 13374
127.0.0.1 - - [04/May/2016:17:55:52 +0800] "GET /wxbsite/Framework/Icons/icon014a8.gif HTTP/1.1" 200 651
127.0.0.1 - - [04/May/2016:17:55:55 +0800] "GET /wxbsite/user!setRolePermit.ct?role_id=57414897 HTTP/1.1" 200 17524
127.0.0.1 - - [04/May/2016:17:55:55 +0800] "GET /wxbsite/script/ztree/js/jquery.ztree.excheck-3.5.js HTTP/1.1" 200 21949
127.0.0.1 - - [04/May/2016:17:55:55 +0800] "GET /wxbsite/script/ztree/js//jquery.ztree.exedit-3.5.js HTTP/1.1" 200 43373
127.0.0.1 - - [04/May/2016:17:55:55 +0800] "GET /wxbsite/script/ztree/css/demo.css HTTP/1.1" 200 2912
127.0.0.1 - - [04/May/2016:17:56:18 +0800] "GET /wxbsite/admin/main/images/main_13_1.gif HTTP/1.1" 200 1358
127.0.0.1 - - [04/May/2016:17:56:23 +0800] "GET /wxbsite/login!loginOut.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:56:23 +0800] "GET /wxbsite/admin HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:56:23 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1868
127.0.0.1 - - [04/May/2016:17:56:23 +0800] "GET /wxbsite/images/login_09_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:56:23 +0800] "GET /wxbsite/images/login_10_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:56:29 +0800] "POST /wxbsite/login!userLogin.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:56:29 +0800] "GET /wxbsite/admin HTTP/1.1" 200 797
127.0.0.1 - - [04/May/2016:17:56:29 +0800] "GET /wxbsite/admin/main/top.jsp HTTP/1.1" 200 10660
127.0.0.1 - - [04/May/2016:17:56:29 +0800] "GET /wxbsite/admin/main/center.jsp HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:56:30 +0800] "GET /wxbsite/admin/main/adminWelcome.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [04/May/2016:17:56:30 +0800] "GET /wxbsite/index!getMainLeftTree.ct HTTP/1.1" 200 10192
127.0.0.1 - - [04/May/2016:17:59:32 +0800] "GET /wxbsite/admin/main/images/main_12_1.gif HTTP/1.1" 200 1370
127.0.0.1 - - [04/May/2016:17:59:40 +0800] "GET /wxbsite/login!loginOut.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:59:40 +0800] "GET /wxbsite/admin HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:59:40 +0800] "GET /wxbsite/index/captcha HTTP/1.1" 200 1827
127.0.0.1 - - [04/May/2016:17:59:41 +0800] "GET /wxbsite/images/login_09_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:59:41 +0800] "GET /wxbsite/images/login_10_1.gif HTTP/1.1" 404 5804
127.0.0.1 - - [04/May/2016:17:59:50 +0800] "GET /wxbsite/index/captcha?t=1462355990783 HTTP/1.1" 200 1826
127.0.0.1 - - [04/May/2016:17:59:57 +0800] "POST /wxbsite/login!userLogin.ct HTTP/1.1" 302 -
127.0.0.1 - - [04/May/2016:17:59:57 +0800] "GET /wxbsite/admin HTTP/1.1" 200 797
127.0.0.1 - - [04/May/2016:17:59:57 +0800] "GET /wxbsite/admin/main/top.jsp HTTP/1.1" 200 10670
127.0.0.1 - - [04/May/2016:17:59:57 +0800] "GET /wxbsite/admin/main/center.jsp HTTP/1.1" 200 6770
127.0.0.1 - - [04/May/2016:17:59:58 +0800] "GET /wxbsite/admin/main/adminWelcome.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [04/May/2016:17:59:58 +0800] "GET /wxbsite/index!getMainLeftTree.ct HTTP/1.1" 200 10192
127.0.0.1 - - [04/May/2016:18:00:03 +0800] "GET /wxbsite/user!getRoleInfo.ct HTTP/1.1" 200 13374
127.0.0.1 - - [04/May/2016:18:00:06 +0800] "GET /wxbsite/user!setRolePermit.ct?role_id=57414897 HTTP/1.1" 200 17524
127.0.0.1 - - [04/May/2016:18:00:14 +0800] "POST /wxbsite/user!operRoleInfo.ct HTTP/1.1" 200 4
127.0.0.1 - - [04/May/2016:18:00:14 +0800] "GET /wxbsite/script/prompt/skin/sblue/images/right.gif HTTP/1.1" 200 680
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/user!getRoleInfo.ct HTTP/1.1" 200 13374
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/ztree/css/zTreeStyle/zTreeStyle.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/jquery/jquery-1.5.2.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/ztree/js/jquery.ztree.core-3.5.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/css/public.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/prompt/skin/sblue/ymPrompt.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/table.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/My97DatePicker/WdatePicker.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/public.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/prompt/ymPrompt.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/js/Framework.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/ServerClock.js HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/css/Default.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/script/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/css/tabstrip.css HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Icons/icon003a4.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Icons/icon003a2.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Icons/icon014a8.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Icons/icon003a3.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Icons/icon012a6.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/tableBg_right.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/btnout_bg_right.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/tableBg_left.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/btnout_bg_left.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/buttonBg.png HTTP/1.1" 304 -
127.0.0.1 - - [04/May/2016:18:00:15 +0800] "GET /wxbsite/Framework/Images/thbg.gif HTTP/1.1" 304 -
